ORDER_ID,PURCHASE_DATE,PURCHASE_MONTH,CUSTOMER_ID,CUSTOMER_NAME,CUSTOMER_AGE,CUSTOMER_SEGMENT,COUNTRY,REGION,CITY,POSTAL_CODE,PRODUCT_CATEGORY,SUB_CATEGORY,PRODUCT,UNIT_PRICE,QUANTITY,TOTAL_SALE
CA-2016-154284,2016-12-21,12,SZ-20035,Sam Zeldin,41,Senior,United States,Central,Saint Charles,60174,Devices,Smartphones,iPhone,999.0,7,6993.0
CA-2016-154291,2016-07-25,7,YS-21880,Yana Sorensen,41,Senior,United States,South,Montgomery,36116,Accessories,Wearables,Apple Watch,399.0,3,1197.0
CA-2016-154291,2016-07-25,7,YS-21880,Yana Sorensen,41,Senior,United States,South,Montgomery,36116,Devices,Tablets,iPad,799.0,3,2397.0
CA-2016-154326,2016-02-15,2,RP-19855,Roy Phan,43,Senior,United States,Central,Kenosha,53142,Accessories,Audio,AirPods,199.0,3,597.0
CA-2016-154326,2016-02-15,2,RP-19855,Roy Phan,43,Senior,United States,Central,Kenosha,53142,Accessories,Wearables,Apple Watch,399.0,3,1197.0
CA-2016-154326,2016-02-15,2,RP-19855,Roy Phan,43,Senior,United States,Central,Kenosha,53142,Devices,Smartphones,iPhone,999.0,3,2997.0
CA-2016-154340,2016-11-29,11,EK-13795,Eileen Kiefer,39,Young Professional,United States,West,Santa Ana,92704,Devices,Tablets,iPad,799.0,4,3196.0
CA-2016-154620,2016-12-12,12,LT-17110,Liz Thompson,36,Young Professional,United States,West,Lancaster,93534,Devices,Laptops,MacBook,1999.0,4,7996.0
CA-2016-154746,2016-11-14,11,PJ-18835,Patrick Jones,34,Young Professional,United States,South,Springfield,22153,Devices,Tablets,iPad,799.0,8,6392.0
CA-2016-154795,2016-12-20,12,GZ-14470,Gary Zandusky,45,Senior,United States,West,Bullhead City,86442,Accessories,Audio,AirPods,199.0,3,597.0
CA-2016-154795,2016-12-20,12,GZ-14470,Gary Zandusky,45,Senior,United States,West,Bullhead City,86442,Devices,Laptops,MacBook,1999.0,3,5997.0
CA-2016-154823,2016-08-21,8,KN-16390,Katherine Nockton,37,Young Professional,United States,East,Springfield,45503,Devices,Laptops,MacBook,1999.0,6,11994.0
CA-2016-154823,2016-08-21,8,KN-16390,Katherine Nockton,37,Young Professional,United States,East,Springfield,45503,Devices,Tablets,iPad,799.0,3,2397.0
CA-2016-154886,2016-11-08,11,SW-20455,Shaun Weien,39,Young Professional,United States,West,San Francisco,94109,Devices,Smartphones,iPhone,999.0,2,1998.0
CA-2016-154900,2016-02-25,2,SS-20875,Sung Shariari,42,Senior,United States,East,Leominster,1453,Devices,Tablets,iPad,799.0,3,2397.0
CA-2016-154921,2016-05-23,5,EA-14035,Erin Ashbrook,41,Senior,United States,South,Columbia,29203,Devices,Tablets,iPad,799.0,1,799.0
CA-2016-154956,2016-07-04,7,IM-15070,Irene Maddox,50,Senior,United States,Central,Milwaukee,53209,Accessories,Wearables,Apple Watch,399.0,4,1596.0
CA-2016-154970,2016-01-05,1,SR-20740,Steven Roelle,44,Senior,United States,West,Seattle,98103,Accessories,Wearables,Apple Watch,399.0,1,399.0
CA-2016-155040,2016-11-10,11,AH-10210,Alan Hwang,36,Young Professional,United States,West,Brentwood,94513,Accessories,Wearables,Apple Watch,399.0,2,798.0
CA-2016-155054,2016-06-13,6,PS-19045,Penelope Sewall,41,Senior,United States,East,Lewiston,4240,Accessories,Audio,AirPods,199.0,3,597.0
CA-2016-155054,2016-06-13,6,PS-19045,Penelope Sewall,41,Senior,United States,East,Lewiston,4240,Devices,Tablets,iPad,799.0,2,1598.0
CA-2016-155054,2016-06-13,6,PS-19045,Penelope Sewall,41,Senior,United States,East,Lewiston,4240,Devices,Smartphones,iPhone,999.0,3,2997.0
CA-2016-155068,2016-10-23,10,RA-19285,Ralph Arnett,40,Senior,United States,South,Lakeland,33801,Devices,Tablets,iPad,799.0,3,2397.0
CA-2016-155068,2016-10-23,10,RA-19285,Ralph Arnett,40,Senior,United States,South,Lakeland,33801,Devices,Smartphones,iPhone,999.0,4,3996.0
CA-2016-155124,2016-03-15,3,KS-16300,Karen Seio,43,Senior,United States,West,Lehi,84043,Devices,Smartphones,iPhone,999.0,3,2997.0
CA-2016-155145,2016-12-27,12,KN-16450,Kean Nguyen,38,Young Professional,United States,West,Visalia,93277,Devices,Smartphones,iPhone,999.0,2,1998.0
CA-2016-155306,2016-04-17,4,GA-14515,George Ashbrook,46,Senior,United States,West,San Francisco,94122,Devices,Tablets,iPad,799.0,10,7990.0
CA-2016-155306,2016-04-17,4,GA-14515,George Ashbrook,46,Senior,United States,West,San Francisco,94122,Devices,Smartphones,iPhone,999.0,5,4995.0
CA-2016-155334,2016-07-30,7,HA-14920,Helen Andreada,43,Senior,United States,West,San Francisco,94109,Accessories,Audio,AirPods,199.0,3,597.0
CA-2016-155334,2016-07-30,7,HA-14920,Helen Andreada,43,Senior,United States,West,San Francisco,94109,Accessories,Wearables,Apple Watch,399.0,3,1197.0
CA-2016-155334,2016-07-30,7,HA-14920,Helen Andreada,43,Senior,United States,West,San Francisco,94109,Devices,Smartphones,iPhone,999.0,1,999.0
CA-2016-155453,2016-08-09,8,RA-19885,Ruben Ausman,41,Senior,United States,South,Jacksonville,32216,Accessories,Audio,AirPods,199.0,3,597.0
CA-2016-155586,2016-12-12,12,XP-21865,Xylona Preis,40,Senior,United States,West,Chico,95928,Devices,Tablets,iPad,799.0,7,5593.0
CA-2016-155600,2016-12-04,12,RO-19780,Rose O'Brian,44,Senior,United States,South,Clarksville,37042,Accessories,Audio,AirPods,199.0,4,796.0
CA-2016-155600,2016-12-04,12,RO-19780,Rose O'Brian,44,Senior,United States,South,Clarksville,37042,Devices,Tablets,iPad,799.0,2,1598.0
CA-2016-155635,2016-05-09,5,ME-17725,Max Engle,46,Senior,United States,South,Louisville,40214,Accessories,Wearables,Apple Watch,399.0,4,1596.0
CA-2016-155761,2016-12-11,12,SC-20800,Stuart Calhoun,39,Young Professional,United States,Central,Houston,77041,Accessories,Audio,AirPods,199.0,1,199.0
CA-2016-155761,2016-12-11,12,SC-20800,Stuart Calhoun,39,Young Professional,United States,Central,Houston,77041,Devices,Smartphones,iPhone,999.0,1,999.0
CA-2016-156013,2016-09-20,9,TC-20980,Tamara Chand,45,Senior,United States,East,Long Beach,11561,Accessories,Audio,AirPods,199.0,3,597.0
CA-2016-156013,2016-09-20,9,TC-20980,Tamara Chand,45,Senior,United States,East,Long Beach,11561,Devices,Tablets,iPad,799.0,4,3196.0
CA-2016-156104,2016-12-06,12,NP-18685,Nora Pelletier,39,Young Professional,United States,Central,Indianapolis,46203,Devices,Smartphones,iPhone,999.0,1,999.0
CA-2016-156118,2016-12-08,12,HG-14965,Henry Goldwyn,48,Senior,United States,West,Colorado Springs,80906,Devices,Tablets,iPad,799.0,1,799.0
CA-2016-156146,2016-10-26,10,AG-10495,Andrew Gjertsen,34,Young Professional,United States,West,Peoria,85345,Devices,Smartphones,iPhone,999.0,7,6993.0
CA-2016-156153,2016-05-31,5,CW-11905,Carl Weiss,45,Senior,United States,East,Long Beach,11561,Devices,Tablets,iPad,799.0,4,3196.0
CA-2016-156328,2016-11-30,11,RM-19375,Raymond Messe,49,Senior,United States,South,Raleigh,27604,Accessories,Audio,AirPods,199.0,2,398.0
CA-2016-156335,2016-09-25,9,PO-19195,Phillina Ober,36,Young Professional,United States,East,Bayonne,7002,Devices,Tablets,iPad,799.0,2,1598.0
CA-2016-156335,2016-09-25,9,PO-19195,Phillina Ober,36,Young Professional,United States,East,Bayonne,7002,Devices,Smartphones,iPhone,999.0,6,5994.0
CA-2016-156377,2016-12-31,12,TB-21625,Trudy Brown,40,Senior,United States,Central,Grand Prairie,75051,Devices,Laptops,MacBook,1999.0,3,5997.0
CA-2016-156377,2016-12-31,12,TB-21625,Trudy Brown,40,Senior,United States,Central,Grand Prairie,75051,Devices,Tablets,iPad,799.0,1,799.0
CA-2016-156440,2016-12-05,12,MH-17620,Matt Hagelstein,39,Young Professional,United States,West,San Diego,92105,Devices,Laptops,MacBook,1999.0,1,1999.0
CA-2016-156482,2016-02-06,2,IL-15100,Ivan Liston,38,Young Professional,United States,East,Wilmington,19805,Accessories,Wearables,Apple Watch,399.0,3,1197.0
CA-2016-156482,2016-02-06,2,IL-15100,Ivan Liston,38,Young Professional,United States,East,Wilmington,19805,Devices,Laptops,MacBook,1999.0,3,5997.0
CA-2016-156482,2016-02-06,2,IL-15100,Ivan Liston,38,Young Professional,United States,East,Wilmington,19805,Devices,Tablets,iPad,799.0,1,799.0
CA-2016-156510,2016-09-25,9,EH-13990,Erica Hackney,39,Young Professional,United States,East,Meriden,6450,Devices,Tablets,iPad,799.0,4,3196.0
CA-2016-156524,2016-11-20,11,DL-12865,Dan Lawera,40,Senior,United States,East,New York City,10011,Devices,Tablets,iPad,799.0,4,3196.0
CA-2016-156566,2016-10-01,10,EM-13960,Eric Murdock,46,Senior,United States,West,Portland,97206,Devices,Smartphones,iPhone,999.0,1,999.0
CA-2016-156608,2016-10-24,10,MT-18070,Michelle Tran,39,Young Professional,United States,Central,San Antonio,78207,Devices,Tablets,iPad,799.0,2,1598.0
CA-2016-156734,2016-06-18,6,BV-11245,Benjamin Venier,44,Senior,United States,South,Smyrna,37167,Accessories,Wearables,Apple Watch,399.0,2,798.0
CA-2016-156734,2016-06-18,6,BV-11245,Benjamin Venier,44,Senior,United States,South,Smyrna,37167,Devices,Tablets,iPad,799.0,3,2397.0
CA-2016-156755,2016-01-12,1,YS-21880,Yana Sorensen,41,Senior,United States,East,Newark,19711,Devices,Tablets,iPad,799.0,1,799.0
CA-2016-156853,2016-12-03,12,HP-14815,Harold Pawlan,44,Senior,United States,East,Concord,3301,Devices,Tablets,iPad,799.0,4,3196.0
CA-2016-156923,2016-02-16,2,SP-20860,Sung Pak,36,Young Professional,United States,East,Dover,3820,Accessories,Wearables,Apple Watch,399.0,4,1596.0
CA-2016-157028,2016-11-28,11,MA-17995,Michelle Arnett,41,Senior,United States,West,Las Cruces,88001,Devices,Tablets,iPad,799.0,4,3196.0
CA-2016-157035,2016-12-09,12,KB-16600,Ken Brennan,45,Senior,United States,Central,Columbus,47201,Accessories,Wearables,Apple Watch,399.0,2,798.0
CA-2016-157084,2016-12-19,12,JG-15160,James Galang,40,Senior,United States,West,Los Angeles,90049,Devices,Smartphones,iPhone,999.0,5,4995.0
CA-2016-157133,2016-11-28,11,LC-16885,Lena Creighton,42,Senior,United States,Central,Champaign,61821,Accessories,Audio,AirPods,199.0,3,597.0
CA-2016-157287,2016-12-22,12,HR-14830,Harold Ryan,44,Senior,United States,East,Philadelphia,19140,Accessories,Audio,AirPods,199.0,4,796.0
CA-2016-157287,2016-12-22,12,HR-14830,Harold Ryan,44,Senior,United States,East,Philadelphia,19140,Devices,Laptops,MacBook,1999.0,3,5997.0
CA-2016-157322,2016-07-02,7,RH-19600,Rob Haberlin,43,Senior,United States,Central,Carol Stream,60188,Accessories,Audio,AirPods,199.0,5,995.0
CA-2016-157322,2016-07-02,7,RH-19600,Rob Haberlin,43,Senior,United States,Central,Carol Stream,60188,Accessories,Wearables,Apple Watch,399.0,4,1596.0
CA-2016-157322,2016-07-02,7,RH-19600,Rob Haberlin,43,Senior,United States,Central,Carol Stream,60188,Devices,Tablets,iPad,799.0,5,3995.0
CA-2016-157343,2016-06-07,6,HD-14785,Harold Dahlen,40,Senior,United States,East,Philadelphia,19143,Devices,Tablets,iPad,799.0,8,6392.0
CA-2016-157434,2016-04-29,4,JK-15640,Jim Kriz,45,Senior,United States,East,Philadelphia,19120,Devices,Tablets,iPad,799.0,2,1598.0
CA-2016-157770,2016-12-13,12,RD-19585,Rob Dowd,43,Senior,United States,West,Temecula,92592,Accessories,Audio,AirPods,199.0,10,1990.0
CA-2016-157805,2016-08-31,8,RH-19510,Rick Huthwaite,45,Senior,United States,West,San Diego,92037,Accessories,Audio,AirPods,199.0,3,597.0
CA-2016-157812,2016-03-22,3,DB-13210,Dean Braden,37,Young Professional,United States,Central,Houston,77041,Accessories,Wearables,Apple Watch,399.0,3,1197.0
CA-2016-157812,2016-03-22,3,DB-13210,Dean Braden,37,Young Professional,United States,Central,Houston,77041,Devices,Tablets,iPad,799.0,6,4794.0
CA-2016-157959,2016-02-03,2,RW-19540,Rick Wilson,41,Senior,United States,West,Los Angeles,90008,Devices,Laptops,MacBook,1999.0,2,3998.0
CA-2016-158148,2016-12-20,12,JM-15865,John Murray,51,Senior,United States,South,Arlington,22204,Devices,Tablets,iPad,799.0,3,2397.0
CA-2016-158323,2016-11-30,11,AB-10600,Ann Blume,45,Senior,United States,South,Jacksonville,28540,Devices,Laptops,MacBook,1999.0,4,7996.0
CA-2016-158351,2016-06-20,6,BC-11125,Becky Castell,39,Young Professional,United States,East,Philadelphia,19134,Accessories,Audio,AirPods,199.0,2,398.0
CA-2016-158421,2016-09-21,9,GB-14575,Giulietta Baptist,41,Senior,United States,South,Columbia,29203,Accessories,Audio,AirPods,199.0,4,796.0
CA-2016-158421,2016-09-21,9,GB-14575,Giulietta Baptist,41,Senior,United States,South,Columbia,29203,Devices,Tablets,iPad,799.0,12,9588.0
CA-2016-158421,2016-09-21,9,GB-14575,Giulietta Baptist,41,Senior,United States,South,Columbia,29203,Devices,Smartphones,iPhone,999.0,3,2997.0
CA-2016-158456,2016-12-24,12,KT-16465,Kean Takahito,40,Senior,United States,West,Los Angeles,90032,Devices,Tablets,iPad,799.0,6,4794.0
CA-2016-158491,2016-06-04,6,BP-11155,Becky Pak,45,Senior,United States,West,Los Angeles,90008,Accessories,Wearables,Apple Watch,399.0,2,798.0
CA-2016-158491,2016-06-04,6,BP-11155,Becky Pak,45,Senior,United States,West,Los Angeles,90008,Devices,Smartphones,iPhone,999.0,4,3996.0
CA-2016-158554,2016-11-09,11,CM-12190,Charlotte Melton,43,Senior,United States,East,Philadelphia,19134,Devices,Tablets,iPad,799.0,1,799.0
CA-2016-158659,2016-11-10,11,SC-20695,Steve Chapman,40,Senior,United States,Central,Richmond,47374,Devices,Tablets,iPad,799.0,4,3196.0
CA-2016-158701,2016-01-05,1,JL-15175,James Lanier,38,Young Professional,United States,West,San Francisco,94110,Accessories,Audio,AirPods,199.0,4,796.0
CA-2016-158701,2016-01-05,1,JL-15175,James Lanier,38,Young Professional,United States,West,San Francisco,94110,Devices,Tablets,iPad,799.0,1,799.0
CA-2016-158792,2016-12-26,12,BD-11605,Brian Dahlen,43,Senior,United States,East,Lawrence,1841,Devices,Tablets,iPad,799.0,1,799.0
CA-2016-158918,2016-12-20,12,AI-10855,Arianne Irving,40,Senior,United States,West,Los Angeles,90036,Devices,Tablets,iPad,799.0,2,1598.0
CA-2016-158939,2016-11-26,11,EA-14035,Erin Ashbrook,41,Senior,United States,Central,Springfield,65807,Accessories,Wearables,Apple Watch,399.0,3,1197.0
CA-2016-159380,2016-05-12,5,CS-12505,Cindy Stewart,44,Senior,United States,West,San Francisco,94122,Accessories,Wearables,Apple Watch,399.0,3,1197.0
CA-2016-159380,2016-05-12,5,CS-12505,Cindy Stewart,44,Senior,United States,West,San Francisco,94122,Devices,Tablets,iPad,799.0,3,2397.0
CA-2016-159590,2016-07-18,7,KC-16255,Karen Carlisle,37,Young Professional,United States,East,New York City,10009,Accessories,Audio,AirPods,199.0,1,199.0
CA-2016-159779,2016-09-25,9,SB-20185,Sarah Brown,39,Young Professional,United States,East,Concord,3301,Accessories,Audio,AirPods,199.0,1,199.0
CA-2016-159786,2016-10-12,10,RK-19300,Ralph Kennedy,35,Young Professional,United States,East,Rochester,14609,Devices,Laptops,MacBook,1999.0,3,5997.0
CA-2016-159863,2016-09-04,9,DS-13180,David Smith,46,Senior,United States,Central,Houston,77095,Accessories,Audio,AirPods,199.0,3,597.0
CA-2016-160059,2016-11-27,11,TB-21190,Thomas Brumley,46,Senior,United States,South,Fayetteville,72701,Accessories,Audio,AirPods,199.0,3,597.0
CA-2016-160171,2016-10-19,10,RM-19675,Robert Marley,45,Senior,United States,West,Los Angeles,90008,Devices,Tablets,iPad,799.0,2,1598.0
CA-2016-160171,2016-10-19,10,RM-19675,Robert Marley,45,Senior,United States,West,Los Angeles,90008,Devices,Smartphones,iPhone,999.0,1,999.0
CA-2016-160213,2016-03-08,3,AR-10825,Anthony Rawles,38,Young Professional,United States,East,Long Beach,11561,Devices,Tablets,iPad,799.0,3,2397.0
CA-2016-160227,2016-11-02,11,ED-13885,Emily Ducich,41,Senior,United States,East,New York City,10011,Devices,Laptops,MacBook,1999.0,1,1999.0
CA-2016-160472,2016-07-20,7,RK-19300,Ralph Kennedy,35,Young Professional,United States,Central,South Bend,46614,Accessories,Audio,AirPods,199.0,4,796.0
CA-2016-160472,2016-07-20,7,RK-19300,Ralph Kennedy,35,Young Professional,United States,Central,South Bend,46614,Accessories,Wearables,Apple Watch,399.0,3,1197.0
CA-2016-160472,2016-07-20,7,RK-19300,Ralph Kennedy,35,Young Professional,United States,Central,South Bend,46614,Devices,Tablets,iPad,799.0,7,5593.0
CA-2016-160472,2016-07-20,7,RK-19300,Ralph Kennedy,35,Young Professional,United States,Central,South Bend,46614,Devices,Smartphones,iPhone,999.0,3,2997.0
CA-2016-160696,2016-09-06,9,CK-12760,Cyma Kinney,43,Senior,United States,South,Nashville,37211,Accessories,Wearables,Apple Watch,399.0,1,399.0
CA-2016-160787,2016-09-25,9,BM-11785,Bryan Mills,40,Senior,United States,East,Philadelphia,19143,Accessories,Wearables,Apple Watch,399.0,4,1596.0
CA-2016-160794,2016-08-06,8,MS-17980,Michael Stewart,40,Senior,United States,Central,Houston,77041,Devices,Tablets,iPad,799.0,2,1598.0
CA-2016-160864,2016-05-03,5,NF-18595,Nicole Fjeld,43,Senior,United States,West,San Jose,95123,Devices,Tablets,iPad,799.0,3,2397.0
CA-2016-161214,2016-10-05,10,SF-20965,Sylvia Foulston,39,Young Professional,United States,East,Wilmington,19805,Devices,Tablets,iPad,799.0,3,2397.0
CA-2016-161242,2016-06-01,6,CG-12040,Catherine Glotzbach,37,Young Professional,United States,West,Los Angeles,90045,Devices,Tablets,iPad,799.0,1,799.0
CA-2016-161263,2016-04-16,4,TS-21160,Theresa Swint,47,Senior,United States,East,Toledo,43615,Accessories,Audio,AirPods,199.0,6,1194.0
CA-2016-161263,2016-04-16,4,TS-21160,Theresa Swint,47,Senior,United States,East,Toledo,43615,Accessories,Wearables,Apple Watch,399.0,3,1197.0
CA-2016-161263,2016-04-16,4,TS-21160,Theresa Swint,47,Senior,United States,East,Toledo,43615,Devices,Tablets,iPad,799.0,1,799.0
CA-2016-161445,2016-09-07,9,CC-12610,Corey Catlett,45,Senior,United States,South,Durham,27707,Accessories,Wearables,Apple Watch,399.0,2,798.0
CA-2016-161452,2016-04-05,4,CA-11965,Carol Adams,40,Senior,United States,West,Los Angeles,90036,Devices,Laptops,MacBook,1999.0,4,7996.0
CA-2016-161627,2016-07-06,7,SJ-20215,Sarah Jordon,44,Senior,United States,West,Pasadena,91104,Devices,Laptops,MacBook,1999.0,4,7996.0
CA-2016-161711,2016-11-28,11,MC-17425,Mark Cousins,39,Young Professional,United States,East,New York City,10035,Devices,Laptops,MacBook,1999.0,3,5997.0
CA-2016-161711,2016-11-28,11,MC-17425,Mark Cousins,39,Young Professional,United States,East,New York City,10035,Devices,Tablets,iPad,799.0,1,799.0
CA-2016-161718,2016-12-04,12,SO-20335,Sean O'Donnell,44,Senior,United States,East,Hempstead,11550,Accessories,Wearables,Apple Watch,399.0,7,2793.0
CA-2016-161718,2016-12-04,12,SO-20335,Sean O'Donnell,44,Senior,United States,East,Hempstead,11550,Devices,Laptops,MacBook,1999.0,5,9995.0
CA-2016-161767,2016-11-20,11,GK-14620,Grace Kelly,44,Senior,United States,Central,Dallas,75217,Accessories,Audio,AirPods,199.0,1,199.0
CA-2016-161795,2016-12-21,12,AH-10075,Adam Hart,47,Senior,United States,East,Columbus,43229,Devices,Tablets,iPad,799.0,2,1598.0
CA-2016-161830,2016-09-24,9,ME-17725,Max Engle,46,Senior,United States,West,Seattle,98105,Accessories,Wearables,Apple Watch,399.0,3,1197.0
CA-2016-161830,2016-09-24,9,ME-17725,Max Engle,46,Senior,United States,West,Seattle,98105,Devices,Tablets,iPad,799.0,4,3196.0
CA-2016-161998,2016-05-01,5,DB-13120,David Bremer,43,Senior,United States,South,Tampa,33614,Devices,Laptops,MacBook,1999.0,3,5997.0
CA-2016-161998,2016-05-01,5,DB-13120,David Bremer,43,Senior,United States,South,Tampa,33614,Devices,Tablets,iPad,799.0,5,3995.0
CA-2016-162047,2016-11-03,11,FH-14365,Fred Hopkins,43,Senior,United States,East,Long Beach,11561,Devices,Laptops,MacBook,1999.0,2,3998.0
CA-2016-162166,2016-09-08,9,NM-18520,Neoma Murray,44,Senior,United States,West,Moreno Valley,92553,Devices,Tablets,iPad,799.0,6,4794.0
CA-2016-162369,2016-08-15,8,TT-21265,Tim Taslimi,46,Senior,United States,West,Los Angeles,90045,Devices,Tablets,iPad,799.0,4,3196.0
CA-2016-162376,2016-11-22,11,HD-14785,Harold Dahlen,40,Senior,United States,East,Cambridge,2138,Accessories,Wearables,Apple Watch,399.0,7,2793.0
CA-2016-162537,2016-10-28,10,RD-19585,Rob Dowd,43,Senior,United States,South,Henderson,42420,Accessories,Audio,AirPods,199.0,4,796.0
CA-2016-162537,2016-10-28,10,RD-19585,Rob Dowd,43,Senior,United States,South,Henderson,42420,Accessories,Wearables,Apple Watch,399.0,3,1197.0
CA-2016-162537,2016-10-28,10,RD-19585,Rob Dowd,43,Senior,United States,South,Henderson,42420,Devices,Laptops,MacBook,1999.0,4,7996.0
CA-2016-162537,2016-10-28,10,RD-19585,Rob Dowd,43,Senior,United States,South,Henderson,42420,Devices,Tablets,iPad,799.0,3,2397.0
CA-2016-162544,2016-12-16,12,SG-20080,Sandra Glassco,34,Young Professional,United States,West,Seattle,98105,Devices,Tablets,iPad,799.0,4,3196.0
CA-2016-162607,2016-05-12,5,RO-19780,Rose O'Brian,44,Senior,United States,West,Seattle,98115,Devices,Tablets,iPad,799.0,1,799.0
CA-2016-162621,2016-09-05,9,CA-12055,Cathy Armstrong,42,Senior,United States,Central,Houston,77036,Accessories,Audio,AirPods,199.0,5,995.0
CA-2016-162621,2016-09-05,9,CA-12055,Cathy Armstrong,42,Senior,United States,Central,Houston,77036,Accessories,Wearables,Apple Watch,399.0,3,1197.0
CA-2016-162761,2016-10-09,10,SC-20575,Sonia Cooley,45,Senior,United States,South,Miami,33178,Accessories,Audio,AirPods,199.0,4,796.0
CA-2016-162761,2016-10-09,10,SC-20575,Sonia Cooley,45,Senior,United States,South,Miami,33178,Devices,Tablets,iPad,799.0,5,3995.0
CA-2016-162782,2016-02-21,2,PW-19240,Pierre Wener,39,Young Professional,United States,East,Columbia,21044,Devices,Tablets,iPad,799.0,4,3196.0
CA-2016-162887,2016-11-07,11,SV-20785,Stewart Visinsky,43,Senior,United States,East,Burlington,,Devices,Laptops,MacBook,1999.0,4,7996.0
CA-2016-162950,2016-06-28,6,DW-13585,Dorothy Wardle,44,Senior,United States,East,Troy,45373,Accessories,Wearables,Apple Watch,399.0,2,798.0
CA-2016-162950,2016-06-28,6,DW-13585,Dorothy Wardle,44,Senior,United States,East,Troy,45373,Devices,Tablets,iPad,799.0,1,799.0
CA-2016-162964,2016-11-12,11,MF-18250,Monica Federle,34,Young Professional,United States,Central,Houston,77095,Devices,Tablets,iPad,799.0,10,7990.0
CA-2016-163055,2016-08-09,8,DS-13180,David Smith,46,Senior,United States,Central,Detroit,48227,Accessories,Wearables,Apple Watch,399.0,2,798.0
CA-2016-163055,2016-08-09,8,DS-13180,David Smith,46,Senior,United States,Central,Detroit,48227,Devices,Laptops,MacBook,1999.0,3,5997.0
CA-2016-163055,2016-08-09,8,DS-13180,David Smith,46,Senior,United States,Central,Detroit,48227,Devices,Tablets,iPad,799.0,1,799.0
CA-2016-163090,2016-11-17,11,GH-14665,Greg Hansen,36,Young Professional,United States,Central,Chicago,60610,Accessories,Audio,AirPods,199.0,3,597.0
CA-2016-163104,2016-03-19,3,MC-18130,Mike Caudle,40,Senior,United States,West,Los Angeles,90004,Devices,Tablets,iPad,799.0,4,3196.0
CA-2016-163181,2016-11-07,11,AB-10105,Adrian Barton,40,Senior,United States,Central,Houston,77041,Devices,Laptops,MacBook,1999.0,1,1999.0
CA-2016-163181,2016-11-07,11,AB-10105,Adrian Barton,40,Senior,United States,Central,Houston,77041,Devices,Tablets,iPad,799.0,8,6392.0
CA-2016-163181,2016-11-07,11,AB-10105,Adrian Barton,40,Senior,United States,Central,Houston,77041,Devices,Smartphones,iPhone,999.0,2,1998.0
CA-2016-163237,2016-08-07,8,EM-14095,Eudokia Martin,42,Senior,United States,South,Springfield,22153,Devices,Tablets,iPad,799.0,1,799.0
CA-2016-163237,2016-08-07,8,EM-14095,Eudokia Martin,42,Senior,United States,South,Springfield,22153,Devices,Smartphones,iPhone,999.0,1,999.0
CA-2016-163440,2016-03-22,3,RD-19900,Ruben Dartt,48,Senior,United States,West,Thousand Oaks,91360,Accessories,Audio,AirPods,199.0,4,796.0
CA-2016-163587,2016-03-14,3,EP-13915,Emily Phan,39,Young Professional,United States,East,Dover,3820,Devices,Tablets,iPad,799.0,4,3196.0
CA-2016-163734,2016-06-19,6,KM-16375,Katherine Murray,42,Senior,United States,Central,Houston,77070,Devices,Tablets,iPad,799.0,4,3196.0
CA-2016-163762,2016-11-27,11,JE-15475,Jeremy Ellison,36,Young Professional,United States,East,New York City,10024,Accessories,Audio,AirPods,199.0,2,398.0
CA-2016-163895,2016-08-07,8,NS-18640,Noel Staavos,47,Senior,United States,West,Boise,83704,Devices,Tablets,iPad,799.0,2,1598.0
CA-2016-163923,2016-05-30,5,BD-11560,Brendan Dodson,38,Young Professional,United States,South,Springfield,22153,Devices,Smartphones,iPhone,999.0,2,1998.0
CA-2016-163965,2016-11-20,11,SS-20875,Sung Shariari,42,Senior,United States,South,Miami,33180,Accessories,Audio,AirPods,199.0,2,398.0
CA-2016-163965,2016-11-20,11,SS-20875,Sung Shariari,42,Senior,United States,South,Miami,33180,Accessories,Wearables,Apple Watch,399.0,1,399.0
CA-2016-163965,2016-11-20,11,SS-20875,Sung Shariari,42,Senior,United States,South,Miami,33180,Devices,Laptops,MacBook,1999.0,2,3998.0
CA-2016-163965,2016-11-20,11,SS-20875,Sung Shariari,42,Senior,United States,South,Miami,33180,Devices,Tablets,iPad,799.0,2,1598.0
CA-2016-164007,2016-06-08,6,MG-17695,Maureen Gnade,38,Young Professional,United States,Central,Chicago,60610,Accessories,Wearables,Apple Watch,399.0,2,798.0
CA-2016-164007,2016-06-08,6,MG-17695,Maureen Gnade,38,Young Professional,United States,Central,Chicago,60610,Devices,Smartphones,iPhone,999.0,4,3996.0
CA-2016-164084,2016-09-07,9,AG-10525,Andy Gerbode,47,Senior,United States,East,New York City,10011,Accessories,Wearables,Apple Watch,399.0,5,1995.0
CA-2016-164084,2016-09-07,9,AG-10525,Andy Gerbode,47,Senior,United States,East,New York City,10011,Devices,Laptops,MacBook,1999.0,2,3998.0
CA-2016-164084,2016-09-07,9,AG-10525,Andy Gerbode,47,Senior,United States,East,New York City,10011,Devices,Tablets,iPad,799.0,4,3196.0
CA-2016-164336,2016-07-05,7,MW-18220,Mitch Webber,46,Senior,United States,East,Philadelphia,19140,Accessories,Wearables,Apple Watch,399.0,3,1197.0
CA-2016-164336,2016-07-05,7,MW-18220,Mitch Webber,46,Senior,United States,East,Philadelphia,19140,Devices,Tablets,iPad,799.0,4,3196.0
CA-2016-164427,2016-07-31,7,AR-10405,Allen Rosenblatt,43,Senior,United States,South,Hattiesburg,39401,Devices,Smartphones,iPhone,999.0,3,2997.0
